iteration,L_upper,delta_L_delay_um,L_lower,Delta_L,objective,grad_L_upper,grad_delta_L_delay_um,channel1_transmission,channel1_crosstalk,channel1_insertion_loss_db,channel1_flatness_var,channel2_transmission,channel2_crosstalk,channel2_insertion_loss_db,channel2_flatness_var
10,25.929050965609893,15.079854054990642,41.07985405499064,15.150803089380748,5.081947326660156,126.32474517822266,-132.80169677734375,0.6012450456619263,0.2775883972644806,2.34023118019104,0.016877243295311928,0.7151956558227539,0.157496377825737,1.489635705947876,0.007412638049572706
11,25.936388670022566,15.073886583601992,41.07388658360199,15.137497913579423,7.268579483032227,193.12326049804688,-217.4676055908203,0.5602450370788574,0.31608977913856506,2.7590954303741455,0.027238432317972183,0.6828942894935608,0.18936483561992645,1.7089911699295044,0.01106263231486082
12,25.93816745813565,15.073808722047772,41.07380872204777,15.135641263912124,7.639400959014893,204.10255432128906,-229.8651123046875,0.5543122887611389,0.3220587372779846,2.824720621109009,0.028671830892562866,0.6782086491584778,0.19411318004131317,1.7415231466293335,0.011477834545075893
13,25.934873013021775,15.079071131009526,41.07907113100953,15.144198117987752,6.016084671020508,155.3359375,-165.89955139160156,0.5823262333869934,0.2966187298297882,2.524994373321533,0.021174754947423935,0.6995240449905396,0.17336198687553406,1.593220829963684,0.008712015114724636
14,25.92825778026655,15.087579468415413,41.08757946841541,15.159321688148864,4.159303188323975,94.23723602294922,-85.63371276855469,0.6250496506690979,0.25423696637153625,2.1308846473693848,0.01250435970723629,0.7354594469070435,0.13783960044384003,1.3659425973892212,0.006989967543631792
15,25.920064969465848,15.097226806326457,41.09722680632646,15.177161836860613,3.0680367946624756,47.75853729248047,-28.18585968017578,0.6600691080093384,0.2149566411972046,1.8567264080047607,0.009077802300453186,0.7733981013298035,0.10016409307718277,1.1519546508789062,0.009057135321199894
16,25.91151074066446,15.10662025266005,41.10662025266005,15.19510951199559,2.709235429763794,14.692336082458496,4.4770026206970215,0.6749574542045593,0.19370190799236298,1.7610539197921753,0.010836775414645672,0.804280161857605,0.0689530000090599,0.9912686944007874,0.012815381400287151
17,25.903397584126544,15.115038139363147,41.11503813936315,15.211640555236606,2.826373815536499,-13.352273941040039,24.245023727416992,0.669352114200592,0.19351056218147278,1.8194525241851807,0.014865760691463947,0.8244644999504089,0.046864304691553116,0.8870452046394348,0.014731541275978088
18,25.896353704443626,15.122109014686991,41.12210901468699,15.225755310243365,3.247952938079834,-41.684120178222656,42.17351150512695,0.6499006152153015,0.20855610072612762,1.980432391166687,0.018849674612283707,0.835122287273407,0.03287152945995331,0.8274495005607605,0.013972111977636814
19,25.890976030080207,15.127526612804628,41.12752661280463,15.236550582724423,3.823061466217041,-69.80003356933594,61.99370574951172,0.6263441443443298,0.2291538417339325,2.1767678260803223,0.021804748103022575,0.839599609375,0.024915486574172974,0.7977777123451233,0.012046375311911106
20,25.88781669594496,15.130956841728372,41.13095684172837,15.24314014578341,4.316154479980469,-91.21880340576172,78.70561981201172,0.6085081100463867,0.24536581337451935,2.330336093902588,0.023488281294703484,0.8409447073936462,0.02113686501979828,0.785908043384552,0.010490302927792072
21,25.887216775981035,15.132164597294736,41.13216459729473,15.244947821313698,4.471269130706787,-97.73959350585938,83.9100570678711,0.603035032749176,0.2503342032432556,2.3775482177734375,0.023821797221899033,0.8409349322319031,0.020236114040017128,0.7842579483985901,0.009934949688613415
22,25.8891149509051,15.131213263731759,41.13121326373176,15.24209831282666,4.2202935218811035,-87.2802734375,75.0081787109375,0.6109893918037415,0.24280808866024017,2.3055763244628906,0.022874196991324425,0.8401006460189819,0.021669777110219002,0.7902017831802368,0.010427357628941536
23,25.893035325092264,15.128502429929824,41.128502429929824,15.23546710483756,3.7414276599884033,-66.10395812988281,57.922401428222656,0.628139078617096,0.22694413363933563,2.156851053237915,0.02096068300306797,0.8380527496337891,0.025560293346643448,0.8051649928092957,0.011755893938243389
24,25.89827981009091,15.124596267151412,41.12459626715141,15.226316457060502,3.2696521282196045,-42.307498931884766,40.30172348022461,0.647712230682373,0.20944654941558838,1.9938870668411255,0.018508238717913628,0.8339606523513794,0.032254982739686966,0.832200825214386,0.013446887023746967
25,25.904141205376682,15.12002669385111,41.12002669385111,15.215885488474427,2.938708543777466,-20.3951473236084,25.72284698486328,0.6637194752693176,0.19614754617214203,1.863810420036316,0.015905413776636124,0.8270235061645508,0.04189618304371834,0.8737021684646606,0.01479592639952898
26,25.91001084835363,15.115210057944504,41.1152100579445,15.205199209590873,2.7816314697265625,-1.2926177978515625,13.739002227783203,0.6727527976036072,0.19024591147899628,1.7886937856674194,0.013526024296879768,0.816960334777832,0.05419902130961418,0.9297466278076172,0.015204854309558868
27,25.91539262966472,15.110467986496898,41.1104679864969,15.19507535683218,2.781578302383423,15.652702331542969,2.347888469696045,0.6742624640464783,0.19204048812389374,1.7700046300888062,0.01170277688652277,0.8043656945228577,0.06829283386468887,0.9970723986625671,0.014547792263329029
28,25.91987801518825,15.10608614129799,41.10608614129799,15.186208126109744,2.9008665084838867,30.973224639892578,-9.777572631835938,0.6699485182762146,0.19952106475830078,1.7953499555587769,0.010627095587551594,0.7907768487930298,0.08269000053405762,1.0685862302780151,0.013202394358813763
29,25.92312696443849,15.102352133850822,41.10235213385082,15.17922516941233,3.081023693084717,44.164119720458984,-22.071664810180664,0.6628881692886353,0.209250807762146,1.843259572982788,0.010233470238745213,0.7783984541893005,0.0953964963555336,1.133695363998413,0.011737660504877567
30,25.924878784461065,15.09954080535714,41.09954080535714,15.174662020896072,3.242205858230591,53.63005828857422,-32.109901428222656,0.656549334526062,0.2174760103225708,1.8881195783615112,0.010195940732955933,0.7694835662841797,0.10437934845685959,1.180554986000061,0.01056217122823
31,25.924992571392753,15.097849199475599,41.0978491994756,15.172856628082844,3.3070871829986572,57.563594818115234,-36.979251861572266,0.6536235809326172,0.22140394151210785,1.9084562063217163,0.010105550289154053,0.7656418085098267,0.1081734374165535,1.1998282670974731,0.00980455707758665
32,25.9234903910071,15.097320946387388,41.097320946387384,15.173830555380285,3.241363525390625,55.22586441040039,-35.18269348144531,0.6551437377929688,0.22006972134113312,1.8954609632492065,0.009739839471876621,0.7673243880271912,0.10640023648738861,1.1885240077972412,0.00942819844931364
33,25.920566885718912,15.097813908252931,41.09781390825293,15.177247022534019,3.0755417346954346,47.645591735839844,-27.655912399291992,0.6602227091789246,0.21450909972190857,1.8564687967300415,0.009222164750099182,0.7737151384353638,0.09989917278289795,1.1513744592666626,0.009372883476316929
34,25.916548663307857,15.099037305189002,41.099037305189,15.182488641881143,2.8788280487060547,36.914634704589844,-16.865581512451172,0.666716456413269,0.20704713463783264,1.8089810609817505,0.008899119682610035,0.7831595540046692,0.09033595025539398,1.0981647968292236,0.009581060148775578
35,25.91182716553476,15.100629315133657,41.10062931513366,15.1888021495989,2.7155590057373047,25.031896591186523,-5.2161054611206055,0.6723542809486389,0.20017434656620026,1.7705038785934448,0.009081556461751461,0.7937703132629395,0.07959476858377457,1.0396193265914917,0.00994950532913208
36,25.906798802988725,15.102228633618266,41.10222863361827,15.195429830629543,2.6200742721557617,13.28948974609375,5.855234146118164,0.6756312251091003,0.19564750790596008,1.7516220808029175,0.009868675842881203,0.8039371371269226,0.06929194182157516,0.9843035936355591,0.010324071161448956
37,25.901828592304263,15.103515014538143,41.10351501453815,15.201686422233884,2.5949881076812744,2.4208719730377197,15.754206657409668,0.6762416958808899,0.19400429725646973,1.75356125831604,0.01112006139010191,0.812610924243927,0.06048369035124779,0.9373143315315247,0.010544990189373493
38,25.89723135183786,15.104223798173676,41.10422379817368,15.206992446335818,2.6195719242095947,-6.992504596710205,24.199304580688477,0.6749213933944702,0.19470269978046417,1.7698620557785034,0.012534837238490582,0.8192448019981384,0.05373009666800499,0.9009917378425598,0.010496553964912891
39,25.893257612045865,15.104150867816776,41.10415086781678,15.210893255770912,2.6596717834472656,-14.261472702026367,30.776521682739258,0.6729785203933716,0.1965625286102295,1.7897652387619019,0.013754530809819698,0.8236401677131653,0.049221236258745193,0.8759112358093262,0.010102687403559685
40,25.89007641486187,15.103161472916721,41.103161472916725,15.213085058054855,2.6795308589935303,-18.65201187133789,34.84835433959961,0.6716933250427246,0.19838523864746094,1.8025091886520386,0.014448339119553566,0.82575523853302,0.04696071147918701,0.8619147539138794,0.00930593442171812
41,25.88775737202704,15.101205307526612,41.10120530752661,15.213447935499573,2.6548898220062256,-19.690574645996094,35.744258880615234,0.6717872023582458,0.19944235682487488,1.801570177078247,0.014383540488779545,0.8256070017814636,0.04686684533953667,0.858669102191925,0.008073105476796627
42,25.886261775951706,15.098331658346636,41.09833165834664,15.212069882394932,2.583714723587036,-17.47196388244629,33.07815933227539,0.6731542944908142,0.19973595440387726,1.7871395349502563,0.01347030233591795,0.823279857635498,0.04882185533642769,0.8658004403114319,0.006453283131122589
43,25.88545210295838,15.094694970876358,41.09469497087636,15.209242867917983,2.4864542484283447,-12.596921920776367,26.888591766357422,0.6749644875526428,0.19983363151550293,1.7656748294830322,0.011801956221461296,0.8190143704414368,0.05262698605656624,0.8826504349708557,0.00464824540540576
44,25.885116981195377,15.090547255883756,41.090547255883756,15.205430274688378,2.3966622352600098,-6.006515026092529,17.78548240661621,0.6760945916175842,0.20044276118278503,1.7466212511062622,0.00965992920100689,0.8133060336112976,0.05789859965443611,0.9077305197715759,0.002997723640874028
45,25.885005576359696,15.086213533981901,41.086213533981905,15.20120795762221,2.3431906700134277,1.3531370162963867,6.832931995391846,0.6757478713989258,0.2019125074148178,1.737544059753418,0.0074524045921862125,0.8068641424179077,0.0640030950307846,0.9384363293647766,0.0018276646733283997
46,25.884860248411016,15.082054536411663,41.08205453641166,15.197194288000645,2.3373513221740723,8.549490928649902,-4.498651027679443,0.673866331577301,0.204041987657547,1.740761637687683,0.0055918279103934765,0.800540566444397,0.07004257291555405,0.9707835912704468,0.0012840572744607925
47,25.884447142557146,15.078418115362862,41.078418115362865,15.193970972805719,2.366931200027466,14.616037368774414,-14.525378227233887,0.6711848378181458,0.20620973408222198,1.7523281574249268,0.004312215838581324,0.7952390313148499,0.07501605898141861,0.9995487928390503,0.0012650113785639405
48,25.883586465946266,15.075585633930459,41.07558563393046,15.191999167984193,2.403831958770752,18.578062057495117,-21.618343353271484,0.6687787175178528,0.2077479511499405,1.764760971069336,0.0035783860366791487,0.7917583584785461,0.07809623330831528,1.0193740129470825,0.0015055693220347166
49,25.88218153963624,15.073722513660975,41.073722513660975,15.191540974024736,2.420029401779175,19.707008361816406,-24.66290855407715,0.6675081849098206,0.20826029777526855,1.7713193893432617,0.003200490027666092,0.7906407117843628,0.07881783694028854,1.0262168645858765,0.0017298570601269603
50,25.880237981977512,15.072848561864772,41.072848561864774,15.192610579887262,2.404574394226074,17.833276748657227,-23.444103240966797,0.6676004528999329,0.20781168341636658,1.7698301076889038,0.0030478169210255146,0.7919549345970154,0.07721780985593796,1.0191112756729126,0.0017803207738325
51,25.87786283280096,15.072840332520684,41.072840332520684,15.194977499719723,2.3677000999450684,13.417659759521484,-18.650724411010742,0.6686612367630005,0.20684893429279327,1.763144612312317,0.0031557828187942505,0.7952851057052612,0.07375719398260117,1.0003840923309326,0.0016496868338435888
52,25.87524223697822,15.073463815802429,41.07346381580243,15.198221578824207,2.331089973449707,7.349061012268066,-11.554438591003418,0.6699530482292175,0.20597721636295319,1.756820797920227,0.003644766751676798,0.7998560070991516,0.06918130069971085,0.9746813178062439,0.001423745765350759
53,25.872605756941258,15.074424733313215,41.074424733313215,15.201818976371957,2.3132965564727783,0.6423280239105225,-3.5733509063720703,0.6708217263221741,0.20564903318881989,1.7554404735565186,0.004552431870251894,0.8047755360603333,0.06432075053453445,0.9472691416740417,0.0012020907597616315
54,25.870188375983247,15.075420712131962,41.07542071213196,15.205232336148711,2.3196513652801514,-5.739610195159912,3.989023208618164,0.6709830164909363,0.2059769630432129,1.7602018117904663,0.005729973781853914,0.809249758720398,0.059909138828516006,0.9226269125938416,0.0010423348285257816
55,25.868196397304946,15.076186544430387,41.076186544430385,15.20799014712544,2.3416523933410645,-10.948105812072754,10.052825927734375,0.6705789566040039,0.2067221701145172,1.7686516046524048,0.006869858596473932,0.8126920461654663,0.05649712681770325,0.9038832783699036,0.0009568418608978391
56,25.866779213110373,15.07652922871082,41.07652922871082,15.209750015600445,2.363633632659912,-14.312344551086426,13.820898056030273,0.6700077652931213,0.20746009051799774,1.7764379978179932,0.007644741330295801,0.8147836327552795,0.05439489334821701,0.8926264643669128,0.0009336165385320783
57,25.866009017939792,15.076351146072273,41.07635114607227,15.210342128132478,2.3725428581237793,-15.433314323425293,14.84938907623291,0.6696178317070007,0.20783814787864685,1.7800025939941406,0.007829885929822922,0.8153969645500183,0.05371994525194168,0.889438807964325,0.0009600952616892755
58,25.865871573165528,15.07565933522903,41.075659335229034,15.209787762063506,2.3649251461029053,-14.31692886352539,13.166146278381348,0.6695182919502258,0.20773646235466003,1.7784150838851929,0.007393064443022013,0.8145989179611206,0.054399680346250534,0.8939419984817505,0.0010351862292736769
59,25.866272336412038,15.074557321942736,41.074557321942734,15.208284985530696,2.3473894596099854,-11.356328964233398,9.241606712341309,0.6695597767829895,0.20729200541973114,1.7734895944595337,0.006485078949481249,0.812596321105957,0.056220345199108124,0.9050692915916443,0.0011646946659311652
60,25.86705642411521,15.073221553770997,41.073221553771,15.20616512965579,2.3312911987304688,-7.226292610168457,3.8822996616363525,0.6694868803024292,0.20677123963832855,1.7683603763580322,0.00537502346560359,0.809740424156189,0.05882570520043373,0.9209877848625183,0.0013507799012586474
61,25.868037711072102,15.071867156173212,41.07186715617321,15.20382944510111,2.3251447677612305,-2.7116434574127197,-1.9423623085021973,0.6691400408744812,0.2064087688922882,1.765485167503357,0.004337014630436897,0.8065142035484314,0.06175855174660683,0.9390915632247925,0.0015782511327415705
62,25.869030202334827,15.070709844247125,41.070709844247126,15.2016796419123,2.3298959732055664,1.432182788848877,-7.2680463790893555,0.6685771942138672,0.2062806785106659,1.7653461694717407,0.003550914814695716,0.8034690022468567,0.06451912224292755,0.9562968015670776,0.001808889559470117
63,25.869876379490215,15.06993030195172,41.06993030195172,15.200053922461507,2.3396198749542236,4.563708305358887,-11.250115394592285,0.6680338978767395,0.2063094824552536,1.766627550125122,0.0030743111856281757,0.8011349439620972,0.06665075570344925,0.9695382714271545,0.001988678704947233
64,25.87046951557058,15.0696451501255,41.0696451501255,15.199175634554923,2.3463144302368164,6.235321998596191,-13.29345703125,0.6677619218826294,0.206365704536438,1.7675065994262695,0.00288210017606616,0.7999030947685242,0.06782066076993942,0.9764872789382935,0.0020663910545408726
65,25.87076721441862,15.069889090723088,41.06988909072309,15.199121876304467,2.344953775405884,6.2870025634765625,-13.181005477905273,0.6679133772850037,0.2063448429107666,1.7667418718338013,0.002929671900346875,0.7999157905578613,0.06790704280138016,0.9762645363807678,0.0020187804475426674
66,25.87079301018866,15.070612524561124,41.07061252456113,15.199819514372468,2.3363115787506104,4.864467620849609,-11.098714828491211,0.6684490442276001,0.20623864233493805,1.764506459236145,0.0031997819896787405,0.801071047782898,0.06698732823133469,0.9694709777832031,0.0018602422205731273
67,25.8706259890469,15.071694685762642,41.071694685762644,15.201068696715744,2.3256099224090576,2.394503593444824,-7.6083173751831055,0.6691962480545044,0.2061024010181427,1.76190984249115,0.0036823058035224676,0.8030256628990173,0.06533850729465485,0.9581398367881775,0.0016360572772100568
68,25.870380084053426,15.072970313818209,41.07297031381821,15.202590229764784,2.318373680114746,-0.5908458232879639,-3.416098117828369,0.6699384450912476,0.20601136982440948,1.7602134943008423,0.004338327795267105,0.8053297996520996,0.06334535032510757,0.9449095129966736,0.00140038609970361
69,25.870180587931024,15.074260118517305,41.0742601185173,15.204079530586277,2.3169641494750977,-3.492709159851074,0.6886650323867798,0.6705409288406372,0.20598424971103668,1.7598358392715454,0.005068921018391848,0.8075377345085144,0.06140587106347084,0.9323359727859497,0.0011959138792008162
70,25.870139532090906,15.07540250112004,41.07540250112004,15.205262969029132,2.319885015487671,-5.795289993286133,4.033252239227295,0.670964777469635,0.20599159598350525,1.7603400945663452,0.0057334573939442635,0.8092792630195618,0.05987505242228508,0.9224744439125061,0.0010443388018757105
71,25.870335999796907,15.076278649319866,41.07627864931987,15.20594264952296,2.323073387145996,-7.130047798156738,6.145009517669678,0.6712775230407715,0.20595312118530273,1.7605983018875122,0.006198063492774963,0.8103176951408386,0.05898476392030716,0.9165846705436707,0.0009476762497797608
72,25.870803669739335,15.076828092185153,41.07682809218515,15.206024422445818,2.3232123851776123,-7.327881336212158,6.807198524475098,0.6715484261512756,0.20582200586795807,1.7597402334213257,0.006384538020938635,0.8105559945106506,0.05884787067770958,0.9151458740234375,0.0008973918738774955
73,25.871527285311842,15.077053034421828,41.07705303442183,15.205525749109988,2.319760322570801,-6.420352935791016,6.054601669311523,0.6717849969863892,0.20561672747135162,1.7576894760131836,0.006289163138717413,0.8100136518478394,0.05945367366075516,0.9180155992507935,0.0008833716856315732
74,25.872447555349428,15.07701232013257,41.07701232013257,15.20456476478314,2.3144357204437256,-4.6375732421875,4.167500972747803,0.6719575524330139,0.20539714395999908,1.7550166845321655,0.005984136369079351,0.8088454604148865,0.0606597438454628,0.9243434071540833,0.0008975071832537651
75,25.873473885913228,15.07680590334678,41.07680590334678,15.203332017433553,2.310251474380493,-2.3613219261169434,1.6205902099609375,0.6720234155654907,0.20523512363433838,1.7525618076324463,0.005578044336289167,0.8072824478149414,0.06224370747804642,0.9328746795654297,0.0009322561672888696
76,25.874502526452805,15.076552481285121,41.07655248128512,15.202049954832315,2.308910846710205,0.0074269771575927734,-1.0753536224365234,0.671978771686554,0.20516721904277802,1.7508989572525024,0.005180079955607653,0.8056170344352722,0.06392382085323334,0.9420113563537598,0.0009775777580216527
77,25.87543426645672,15.076367195759738,41.07636719575974,15.200932929303018,2.3103418350219727,2.0629348754882812,-3.3931326866149902,0.6718717217445374,0.20518290996551514,1.7501140832901,0.004873715806752443,0.8041514158248901,0.06540735065937042,0.950077474117279,0.001020124414935708
78,25.876191135887,15.076340169071852,41.076340169071855,15.200149033184854,2.3125483989715576,3.490668773651123,-4.91551399230957,0.6718125939369202,0.2052067518234253,1.7496836185455322,0.004702571779489517,0.8031342625617981,0.06645731627941132,0.9556718468666077,0.001045072334818542
79,25.876728107352264,15.076521071426532,41.076521071426534,15.19979296407427,2.3136825561523438,4.125911235809326,-5.41678524017334,0.6718692183494568,0.20518840849399567,1.749204397201538,0.0046784477308392525,0.8027151226997375,0.06692855060100555,0.9579437971115112,0.0010433115530759096
80,25.87703761161953,15.076912755111444,41.076912755111444,15.199875143491912,2.312913179397583,3.940370559692383,-4.859817028045654,0.6720811724662781,0.20508508384227753,1.7483818531036377,0.0047955699265003204,0.8029165267944336,0.06679531931877136,0.9567670822143555,0.0010150906164199114
81,25.8771479026467,15.077473249052673,41.07747324905267,15.200325346405972,2.3109638690948486,3.0772781372070312,-3.4374563694000244,0.6724023222923279,0.20491646230220795,1.7474288940429688,0.005034321453422308,0.8036343455314636,0.06615307927131653,0.9527398347854614,0.0009706355049274862
82,25.877114139088057,15.078127341629886,41.07812734162989,15.20101320254183,2.3092775344848633,1.7813212871551514,-1.4804136753082275,0.6727590560913086,0.20472241938114166,1.7466561794281006,0.005357546266168356,0.8046754002571106,0.06518498808145523,0.9469621777534485,0.000924195977859199
83,25.877005701072918,15.078783203217327,41.07878320321733,15.20177750214441,2.308877468109131,0.3545958995819092,0.6086753606796265,0.6730777621269226,0.2045448124408722,1.7463043928146362,0.005714033264666796,0.805806040763855,0.06412012130022049,0.9407382607460022,0.0008869189769029617
84,25.876891901715247,15.07935091005912,41.07935091005912,15.202459008343872,2.3097927570343018,-0.9158785343170166,2.444582462310791,0.6733187437057495,0.2044094353914261,1.746322751045227,0.006039213389158249,0.806797444820404,0.06317909061908722,0.9353194832801819,0.0008641131571494043
85,25.876829380285447,15.079758903517787,41.079758903517785,15.202929523232338,2.3110568523406982,-1.7896294593811035,3.7222418785095215,0.6734725832939148,0.20431974530220032,1.7464765310287476,0.006274783052504063,0.8074803948402405,0.06252972036600113,0.9316092729568481,0.0008539223927073181
86,25.876852447602708,15.079965804373758,41.07996580437376,15.203113356771048,2.311861515045166,-2.131308078765869,4.264919757843018,0.6735460162162781,0.20427380502223969,1.7465221881866455,0.006381042767316103,0.8077569007873535,0.06227201968431473,0.9301185607910156,0.00085257034515962
87,25.87696879938999,15.079965785253568,41.07996578525357,15.202996985863582,2.3116402626037598,-1.9191715717315674,4.049074649810791,0.6735553741455078,0.20426177978515625,1.7463016510009766,0.006348987575620413,0.8076112866401672,0.06242327019572258,0.9309164881706238,0.0008561764261685312
88,25.877160618851914,15.079786835117078,41.079786835117076,15.202626216265163,2.310717821121216,-1.2377655506134033,3.1863481998443604,0.6735019683837891,0.2042866051197052,1.7459136247634888,0.0061998432502150536,0.8071048855781555,0.06292310357093811,0.933671772480011,0.0008642926113680005
89,25.87739037982453,15.079483188886584,41.079483188886584,15.202092809062055,2.309762716293335,-0.25369954109191895,1.893241047859192,0.6733903884887695,0.20434711873531342,1.745559573173523,0.005979355424642563,0.8063673377037048,0.06364446133375168,0.9376906156539917,0.0008772364817559719
90,25.877609940652526,15.079123658694307,41.07912365869431,15.201513718041781,2.3094186782836914,0.8135740756988525,0.4583538770675659,0.6732343435287476,0.2044374942779541,1.7454043626785278,0.005738914478570223,0.8055486083030701,0.06443972885608673,0.9421648383140564,0.0008944984874688089
91,25.87777138258761,15.078777596192323,41.078777596192324,15.201006213604714,2.309659481048584,1.7568873167037964,-0.8403881788253784,0.6730675101280212,0.2045360654592514,1.745467185974121,0.005527351051568985,0.8048175573348999,0.06514433771371841,0.9461735486984253,0.0009132421691901982
92,25.877836488922537,15.078502365413417,41.078502365413414,15.200665876490877,2.3101396560668945,2.387990951538086,-1.751945972442627,0.6729224324226379,0.20462356507778168,1.7456912994384766,0.005377724301069975,0.8043205142021179,0.06561783701181412,0.9489076733589172,0.0009281959501095116
93,25.877784664172204,15.07833294049483,41.07833294049483,15.200548276322628,2.3103668689727783,2.6148881912231445,-2.1475894451141357,0.6728346943855286,0.20467530190944672,1.7459232807159424,0.0053072525188326836,0.8041254878044128,0.06579063087701797,0.9499830603599548,0.0009353072964586318
94,25.877615804396164,15.07827783313847,41.07827783313847,15.200662028742308,2.310027837753296,2.4097869396209717,-1.988588809967041,0.6728143692016602,0.20468758046627045,1.7461060285568237,0.005317808128893375,0.8042605519294739,0.06564311683177948,0.9492408633232117,0.0009324104757979512
95,25.877349972492457,15.078319423997902,41.078319423997904,15.200969451505447,2.3093795776367188,1.8475276231765747,-1.3668267726898193,0.6728494763374329,0.2046685516834259,1.7462619543075562,0.005397976376116276,0.8046661019325256,0.0652279481291771,0.9470058083534241,0.0009207978146150708
96,25.877022286402045,15.078420273023843,41.078420273023845,15.2013979866218,2.308870792388916,1.0642240047454834,-0.46320968866348267,0.6729087829589844,0.204640194773674,1.7464876174926758,0.005524677690118551,0.8052375912666321,0.0646519660949707,0.943863034248352,0.0009047303465195
97,25.876675305151622,15.078533070109124,41.078533070109124,15.201857764957502,2.308640718460083,0.21866345405578613,0.5130749344825745,0.6729602813720703,0.20462165772914886,1.7468422651290894,0.0056667206808924675,0.8058491945266724,0.06403463333845139,0.9405011534690857,0.0008879267843440175
98,25.876350914461725,15.078611149005663,41.07861114900567,15.202260234543942,2.3087518215179443,-0.5191211700439453,1.345842719078064,0.6729856133460999,0.20462074875831604,1.7472721338272095,0.005788442213088274,0.8063732385635376,0.06350340694189072,0.937626838684082,0.0008744947263039649
99,25.876082281314147,15.078618541853272,41.078618541853274,15.202536260539127,2.308962821960449,-1.0221073627471924,1.870863676071167,0.6729789972305298,0.20463646948337555,1.7476788759231567,0.005862387362867594,0.8067237138748169,0.0631418526172638,0.9357077479362488,0.0008663207991048694
100,25.875888474117307,15.078536836596182,41.078536836596186,15.202648362478879,2.3089849948883057,-1.2217586040496826,1.9996634721755981,0.6729359030723572,0.20466828346252441,1.747996211051941,0.005869366694241762,0.8068453669548035,0.06300172209739685,0.9350427389144897,0.0008646397036500275
101,25.875772302180952,15.07836794219812,41.07836794219812,15.202595640017169,2.308859348297119,-1.119870901107788,1.7400022745132446,0.6728566288948059,0.20471563935279846,1.7482261657714844,0.005810378585010767,0.8067373037338257,0.06308571249246597,0.9356407523155212,0.0008701086626388133
102,25.875721720409025,15.078132077614615,41.07813207761461,15.202410357205586,2.308579206466675,-0.7680888175964355,1.1587523221969604,0.6727522015571594,0.2047700136899948,1.748358130455017,0.005697828251868486,0.8064497709274292,0.06334546953439713,0.9372279047966003,0.0008820183575153351
103,25.875713545817863,15.077863102429918,41.077863102429916,15.202149556612053,2.308338165283203,-0.269580602645874,0.3963642418384552,0.672633945941925,0.20482642948627472,1.7484514713287354,0.005558759439736605,0.8060584664344788,0.06370725482702255,0.9393907785415649,0.0008987222099676728
