iteration,L_upper,delta_L_delay_um,L_lower,Delta_L,objective,grad_L_upper,grad_delta_L_delay_um,ch1_transmission,ch1_crosstalk,ch1_insertion_loss_db,ch1_flatness_var,ch2_transmission,ch2_crosstalk,ch2_insertion_loss_db,ch2_flatness_var
45,15.908415997214052,7.63420112162418,23.63420112162418,7.7257851244101285,1.5751888751983643,4.6347527503967285,-5.540687561035156,0.727470338344574,0.13552077114582062,1.3972011804580688,0.0036207714583724737,0.8223637938499451,0.043307505548000336,0.8562232255935669,0.00213937321677804
46,15.90572814408968,7.6360537548239185,23.63605375482392,7.730325610734239,1.5654188394546509,-1.016602635383606,0.5470336675643921,0.7263205647468567,0.13545091450214386,1.4020872116088867,0.003151801647618413,0.823463499546051,0.04447857663035393,0.8499412536621094,0.0019511689897626638
47,15.903340462417901,7.637707605754544,23.637707605754542,7.734367143336641,1.580426573753357,-6.763969421386719,6.668910026550293,0.7242811322212219,0.13642360270023346,1.4127185344696045,0.002777648391202092,0.8229970335960388,0.047045398503541946,0.8530019521713257,0.002107088454067707
48,15.901547739869343,7.638833805215796,23.638833805215796,7.737286065346453,1.6068888902664185,-11.42928409576416,11.54331111907959,0.7222479581832886,0.1377459466457367,1.4239131212234497,0.002538094064220786,0.8216556906700134,0.049891553819179535,0.8612720370292664,0.0024473308585584164
49,15.900563121458088,7.6391979511034425,23.63919795110344,7.738634829645353,1.6238963603973389,-13.762890815734863,13.890214920043945,0.7212077379226685,0.13855533301830292,1.4297479391098022,0.0024370707105845213,0.8206368088722229,0.05150842294096947,0.8674473762512207,0.002671349560841918
50,15.900452173681527,7.638727817449309,23.638727817449308,7.73827564376778,1.6190359592437744,-13.172107696533203,13.125492095947266,0.721652090549469,0.13839015364646912,1.4271997213363647,0.0024645982775837183,0.8206654191017151,0.05107080191373825,0.8670605421066284,0.0025973699521273375
51,15.901108518414823,7.637536648871128,23.637536648871126,7.736428130456304,1.5978213548660278,-10.114348411560059,9.717979431152344,0.7233050465583801,0.13746194541454315,1.4178993701934814,0.0026116441003978252,0.8214656114578247,0.04899887368083,0.8618667721748352,0.0023159757256507874
52,15.90229163120238,7.635883487468603,23.635883487468604,7.733591856266225,1.5764669179916382,-5.759061813354492,4.877810001373291,0.7253819108009338,0.1364046186208725,1.4065048694610596,0.002860462525859475,0.8221744894981384,0.04648756980895996,0.8572653532028198,0.0020774274598807096
53,15.903703670744926,7.634092402040223,23.634092402040224,7.730388731295298,1.567335844039917,-1.297992467880249,-0.10815773904323578,0.7271211743354797,0.1357766091823578,1.3973997831344604,0.0031680038664489985,0.8221628069877625,0.04457173869013786,0.8571487665176392,0.002059005666524172
54,15.905062996398128,7.632471966021194,23.632471966021193,7.727408969623065,1.5718055963516235,2.4666826725006104,-4.322368621826172,0.7281651496887207,0.1357329785823822,1.3924462795257568,0.003472913522273302,0.8214341402053833,0.04360097646713257,0.8614658117294312,0.0022474429570138454
55,15.906150421148487,7.631261385191067,23.631261385191067,7.72511096404258,1.5830368995666504,5.153958797454834,-7.310890197753906,0.7285833954811096,0.13605335354804993,1.3909696340560913,0.0037160213105380535,0.8204527497291565,0.04334251210093498,0.8673509359359741,0.0025027322117239237
56,15.9068277074959,7.63060768751299,23.630607687512992,7.723779980017092,1.5923415422439575,6.6355977058410645,-8.932317733764648,0.7286584973335266,0.1363760083913803,1.3911219835281372,0.0038590319454669952,0.8197499513626099,0.04337295889854431,0.8715678453445435,0.0026810590643435717
57,15.90703978540262,7.630563336744366,23.630563336744366,7.723523551341746,1.5941821336746216,6.921479225158691,-9.210967063903809,0.7286309003829956,0.13643710315227509,1.3914012908935547,0.0038860291242599487,0.8196474313735962,0.04339226335287094,0.8721780180931091,0.0027052706573158503
58,15.906808461275913,7.631094219622595,23.631094219622597,7.724285758346683,1.588044285774231,6.102861404418945,-8.248785018920898,0.728554368019104,0.13620473444461823,1.3915058374404907,0.00380236329510808,0.8201692700386047,0.04334067925810814,0.8690499663352966,0.0025751632638275623
59,15.90622156528766,7.6320919248254935,23.632091924825495,7.725870359537835,1.5777479410171509,4.327723503112793,-6.20116662979126,0.7283163070678711,0.1358463615179062,1.3922016620635986,0.0036300269421190023,0.8210778832435608,0.043370477855205536,0.8636258244514465,0.0023535792715847492
60,15.90541933731348,7.633388501124623,23.63338850112462,7.7279691638111405,1.5690665245056152,1.8462259769439697,-3.3411338329315186,0.7277663350105286,0.135605126619339,1.3945423364639282,0.003406260162591934,0.8220073580741882,0.043707601726055145,0.8581268191337585,0.002137549687176943
61,15.904575337580003,7.634777634009294,23.634777634009293,7.73020229642929,1.5662730932235718,-0.9740157127380371,-0.09111104160547256,0.7268795967102051,0.13563378155231476,1.398865818977356,0.003175834659487009,0.8226510286331177,0.04446091875433922,0.8544148802757263,0.002011627657338977
62,15.903871146831923,7.636044015545343,23.636044015545345,7.7321728687134215,1.5696884393692017,-3.627258062362671,2.9674108028411865,0.7258296608924866,0.13589808344841003,1.4043197631835938,0.0029816117603331804,0.8229169249534607,0.04548727720975876,0.8530330061912537,0.0019991525914520025
63,15.903463785017673,7.637001221218172,23.63700122121817,7.733537436200498,1.575473666191101,-5.560239315032959,5.216877460479736,0.7249330878257751,0.13620363175868988,1.4091384410858154,0.002853217301890254,0.8229645490646362,0.046404093503952026,0.8529766798019409,0.0020496195647865534
64,15.90345202186595,7.637529697551548,23.63752969755155,7.734077675685599,1.5785592794418335,-6.333790302276611,6.185388565063477,0.7244836688041687,0.13633166253566742,1.4116131067276,0.002803201088681817,0.8230382204055786,0.046813540160655975,0.8527054190635681,0.0020842463709414005
65,15.903852123898819,7.637602904319716,23.637602904319717,7.733750780420898,1.5765573978424072,-5.823045253753662,5.743435382843018,0.7245903611183167,0.1361885666847229,1.411085844039917,0.0028308613691478968,0.8232651948928833,0.046549391001462936,0.8514171838760376,0.0020602126605808735
66,15.904595592594124,7.637289231325761,23.63728923132576,7.732693638731636,1.571258306503296,-4.265146255493164,4.146054744720459,0.725127100944519,0.13585959374904633,1.4082672595977783,0.0029254553373903036,0.8235492706298828,0.04578831419348717,0.8496912121772766,0.0019977123010903597
67,15.905550755437824,7.636728284896707,23.636728284896705,7.731177529458881,1.566522479057312,-2.1333723068237305,1.9012056589126587,0.7258313894271851,0.13552238047122955,1.4046494960784912,0.0030671246349811554,0.8237051367759705,0.04488229751586914,0.848676323890686,0.0019479963229969144
68,15.90655850350449,7.636091855433438,23.63609185543344,7.729533351928948,1.5650265216827393,0.06083611398935318,-0.43376055359840393,0.7264553308486938,0.13531681895256042,1.4015969038009644,0.003227892564609647,0.8236263394355774,0.044138941913843155,0.8490438461303711,0.0019443820929154754
69,15.90746821438135,7.635544134423763,23.635544134423764,7.728075920042414,1.5667181015014648,1.9171900749206543,-2.4089112281799316,0.7268692851066589,0.13526706397533417,1.39974844455719,0.0033758864738047123,0.8233831524848938,0.04367376118898392,0.85040682554245,0.001979940105229616
70,15.908163884955172,7.635211814096763,23.635211814096763,7.727047929141591,1.5695186853408813,3.1866612434387207,-3.7369773387908936,0.7270650863647461,0.1352987140417099,1.3990323543548584,0.0034830772783607244,0.8231447339057922,0.04345105215907097,0.8517764806747437,0.0020221699960529804
71,15.90857836015611,7.635167245199665,23.635167245199664,7.7265888850435545,1.5711333751678467,3.7506208419799805,-4.277883529663086,0.7270892262458801,0.13531625270843506,1.399091362953186,0.003531268099322915,0.8230786919593811,0.04337583854794502,0.8521714806556702,0.002039162442088127
72,15.908697783745941,7.635422813252504,23.635422813252504,7.726725029506563,1.570509672164917,3.6087467670440674,-4.027097702026367,0.7269816994667053,0.13527067005634308,1.3996658325195312,0.0035159860271960497,0.8232545852661133,0.04339009150862694,0.8511902689933777,0.002019669394940138
73,15.90855768227616,7.635935054357943,23.635935054357944,7.727377372081785,1.568246841430664,2.84496808052063,-3.0816733837127686,0.7267493605613708,0.1351819485425949,1.4007543325424194,0.0034462090115994215,0.8236252665519714,0.04349807649850845,0.8491150140762329,0.0019758467096835375
74,15.908233545244364,7.636615538201927,23.636615538201927,7.728381992957562,1.5659056901931763,1.629159927368164,-1.6372251510620117,0.726387083530426,0.13511236011981964,1.4024686813354492,0.003341162111610174,0.8240721821784973,0.043730225414037704,0.8466444611549377,0.0019327278714627028
75,15.907826109239437,7.637347902137208,23.637347902137208,7.729521792897771,1.564942717552185,0.20277316868305206,0.027476634830236435,0.7259217500686646,0.1351117044687271,1.4047552347183228,0.003225552150979638,0.8244566321372986,0.04409968480467796,0.8445738554000854,0.0019125979160889983
76,15.907442653366788,7.638009598174422,23.63800959817442,7.730566944807633,1.565657377243042,-1.1532552242279053,1.5942333936691284,0.7254319190979004,0.13518156111240387,1.4072457551956177,0.0031230435706675053,0.8247118592262268,0.04453783482313156,0.8432669043540955,0.0019202291732653975
77,15.90717678272191,7.638494979908351,23.63849497990835,7.731318197186441,1.5671443939208984,-2.152237892150879,2.746394157409668,0.7250375151634216,0.1352696418762207,1.4092999696731567,0.003051793435588479,0.8248471021652222,0.04491036385297775,0.8426300883293152,0.001941377529874444
78,15.90708916086671,7.6387367314765955,23.638736731476595,7.731647570609885,1.5680826902389526,-2.595982074737549,3.2700538635253906,0.7248411178588867,0.13531485199928284,1.4103444814682007,0.003021331736817956,0.824910581111908,0.04508928209543228,0.8423420786857605,0.0019552898593246937
79,15.907195863943503,7.6387184191436335,23.638718419143633,7.731522555200129,1.567751169204712,-2.4196038246154785,3.097919464111328,0.7248855829238892,0.13528437912464142,1.4101276397705078,0.00303324474953115,0.82493656873703,0.045018520206213,0.8421888947486877,0.001950611942447722
80,15.907467097717122,7.638475530477835,23.638475530477834,7.731008432760712,1.566532015800476,-1.72003173828125,2.336859703063965,0.7251269221305847,0.1351991593837738,1.4088891744613647,0.0030816395301371813,0.8249174356460571,0.04474632814526558,0.8422271013259888,0.0019323696615174413
81,15.907837686428204,7.638083711973242,23.63808371197324,7.730246025545037,1.565395474433899,-0.7052032947540283,1.2139016389846802,0.7254696488380432,0.13510817289352417,1.4071502685546875,0.0031547583639621735,0.8248281478881836,0.04438493773341179,0.8426340222358704,0.0019147124839946628
82,15.908224883077615,7.637639006114571,23.637639006114572,7.729414123036957,1.5650562047958374,0.37527787685394287,0.005210551433265209,0.725814163684845,0.13504961133003235,1.4054392576217651,0.003236524760723114,0.8246625065803528,0.044051479548215866,0.8434783220291138,0.0019089450361207128
83,15.90854796270507,7.637235854826103,23.637235854826102,7.728687892121032,1.5655326843261719,1.293180227279663,-1.033814787864685,0.7260885238647461,0.13503500819206238,1.4041117429733276,0.003309751395136118,0.8244627118110657,0.04380842670798302,0.844542384147644,0.0019155085319653153
84,15.908744853792498,7.636948209182896,23.636948209182897,7.728203355390399,1.566251516342163,1.8928734064102173,-1.7238365411758423,0.7262617349624634,0.13504645228385925,1.4032882452011108,0.0033592816907912493,0.8242929577827454,0.04367312043905258,0.8454638123512268,0.0019261726411059499
85,15.90878221151227,7.636817681599437,23.63681768159944,7.728035470087169,1.5665570497512817,2.095508098602295,-1.9729124307632446,0.7263326644897461,0.1350579857826233,1.4029390811920166,0.003376575419679284,0.8242109417915344,0.04363017529249191,0.845909595489502,0.0019316853722557425
86,15.908659061350527,7.636849125168382,23.636849125168382,7.728190063817856,1.5662568807601929,1.9000749588012695,-1.7774170637130737,0.7263059616088867,0.13506151735782623,1.4030320644378662,0.003360668895766139,0.8242289423942566,0.04367099329829216,0.8458071351051331,0.0019287357572466135
87,15.908404361021585,7.637013216840481,23.63701321684048,7.728608855818894,1.565592646598816,1.3741050958633423,-1.2139112949371338,0.7261932492256165,0.13506455719470978,1.4035230875015259,0.0033176890574395657,0.8243211507797241,0.04378916695713997,0.845300555229187,0.0019204790005460382
88,15.908069585726095,7.637254959444705,23.637254959444704,7.729185373718609,1.5650588274002075,0.6391993165016174,-0.42008355259895325,0.7260141968727112,0.13508340716362,1.4043445587158203,0.003259166842326522,0.8244348764419556,0.043976690620183945,0.8446873426437378,0.0019134620670229197
89,15.907717760536984,7.6375062494784975,23.6375062494785,7.729788488941514,1.5649757385253906,-0.14140614867210388,0.4209267199039459,0.7258067727088928,0.13512538373470306,1.4053295850753784,0.003199106315150857,0.8245244026184082,0.04420152306556702,0.8442193865776062,0.0019122831290587783
90,15.90741011275872,7.637701042524617,23.63770104252462,7.730290929765898,1.5652729272842407,-0.8050553798675537,1.1271272897720337,0.7256250977516174,0.13517828285694122,1.406206727027893,0.003149675438180566,0.8245639801025391,0.04441642016172409,0.8440309166908264,0.0019164116820320487
91,15.907193738822569,7.637789327178974,23.637789327178975,7.730595588356406,1.565602421760559,-1.214205026626587,1.5473897457122803,0.7255207896232605,0.13522253930568695,1.4067059755325317,0.003120137145742774,0.8245589137077332,0.04455677047371864,0.8440768122673035,0.0019212450133636594
92,15.907092101597025,7.637747674787449,23.637747674787448,7.730655573190424,1.5656622648239136,-1.301411509513855,1.6088391542434692,0.7255248427391052,0.13524171710014343,1.4066587686538696,0.003114293096587062,0.8245186805725098,0.044585805386304855,0.8442938923835754,0.0019225225551053882
93,15.907101662990252,7.63758286824459,23.63758286824459,7.730481205254337,1.5654083490371704,-1.078323245048523,1.3247169256210327,0.7256345748901367,0.13523349165916443,1.4060747623443604,0.0031310468912124634,0.824447751045227,0.04450615495443344,0.8446579575538635,0.0019202164839953184
94,15.907194933577482,7.637328463469741,23.637328463469743,7.73013352989226,1.5650620460510254,-0.6261177062988281,0.7859286665916443,0.7258176803588867,0.13521040976047516,1.4051268100738525,0.0031651912722736597,0.8243477940559387,0.044353850185871124,0.8451712727546692,0.001917715766467154
95,15.9073287483901,7.637035439609695,23.637035439609697,7.729706691219597,1.5648789405822754,-0.07736273109912872,0.13954700529575348,0.7260241508483887,0.13518883287906647,1.4040734767913818,0.003207492409273982,0.8242247700691223,0.04418107494711876,0.8458154797554016,0.001918591558933258
96,15.907455982170166,7.636759057873566,23.636759057873565,7.729303075703399,1.564944863319397,0.4349997639656067,-0.4651033580303192,0.7262085676193237,0.13517901301383972,1.4031442403793335,0.0032479462679475546,0.8240942358970642,0.04403311386704445,0.846511721611023,0.0019235076615586877
97,15.907536414976816,7.636546524561167,23.63654652456117,7.729010109584353,1.5651472806930542,0.802534818649292,-0.9055860042572021,0.7263416647911072,0.13517937064170837,1.4024769067764282,0.0032777523156255484,0.8239863514900208,0.04393240809440613,0.8470945358276367,0.0019298334373161197
98,15.907544829050885,7.636427748823369,23.63642774882337,7.728882919772484,1.565267562866211,0.9587171077728271,-1.10615873336792,0.7264094948768616,0.13518500328063965,1.4021276235580444,0.0032907649874687195,0.8239195942878723,0.043892450630664825,0.8474574089050293,0.0019341568695381284
99,15.907475139432638,7.636410582094455,23.636410582094456,7.728935442661818,1.5652247667312622,0.8871006369590759,-1.0482782125473022,0.7264103889465332,0.1351926028728485,1.4021008014678955,0.00328565901145339,0.8239034414291382,0.04391101002693176,0.8475441336631775,0.0019344857428222895
100,15.907340180502187,7.636481080034992,23.63648108003499,7.729140899532803,1.5650596618652344,0.6217741370201111,-0.769298255443573,0.7263513207435608,0.1352042853832245,1.4023656845092773,0.003264818573370576,0.8239303231239319,0.04398084431886673,0.8473958969116211,0.0019313879311084747
101,15.907167417197234,7.636608325917909,23.63660832591791,7.729440908720674,1.5649155378341675,0.23692689836025238,-0.3532344698905945,0.726250946521759,0.13522103428840637,1.4028384685516357,0.00323467212729156,0.8239796757698059,0.04408793896436691,0.8471288681030273,0.001927479519508779
102,15.90699171736215,7.636752734025882,23.636752734025883,7.729761016663733,1.5648926496505737,-0.177928626537323,0.09918957948684692,0.7261348366737366,0.13524270057678223,1.403396487236023,0.003202669555321336,0.8240300416946411,0.04421062022447586,0.8468617796897888,0.0019250750774517655
